battery_id,cycle,type,time_start,V_avg,V_min,V_max,I_avg,I_min,I_max,T_avg,T_min,T_max,Capacity,SoH,RUL,Degradation_Rate,Thermal_Stress,Capability_Band,Recommended_Applications
B0005,21,discharge,[2008.       4.       4.       9.      57.      19.765],3.549292319740949,2.472448301852732,4.188916055911241,-1.863380178294828,-2.0160713863396573,0.0026264001899385,32.15709350345252,24.43128509546442,38.54143406601644,1.8246195526864504,0.9828343204622079,592,-0.0013871303323534923,38.54143406601644,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,24,discharge,[2008.       4.       4.      17.      56.      27.609],3.559759220648976,2.64956413267546,4.189876247266316,-1.8729688102878943,-2.016851865845563,0.0023645237017673,32.36407129853099,24.74037188089418,38.52197451768004,1.814201935767392,0.9772228539894281,589,-0.0015239489929538275,38.52197451768004,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,26,discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],3.558081969139198,2.5724981777366227,4.189286794768804,-1.8826095043160835,-2.016393908986775,0.001858378552761,32.3181954403762,24.733107699311518,38.582485834057856,1.8137521577549052,0.9769805803238794,587,-0.00019036107345238307,38.582485834057856,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,28,discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],3.555692244172496,2.5249886697730286,4.188837765892728,-1.8825367876363654,-2.0158117255163046,0.0022664654273509,32.15709029211502,24.44798340505406,38.52029413487392,1.8134404914735824,0.9768127007692818,585,-0.0027885385310637,38.52029413487392,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,30,discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],3.562746818017503,2.694621861688723,4.189110301768517,-1.8817935155260215,-2.0193509920362724,0.0013199464372558,32.044070003146096,24.46309712112356,38.21358592965045,1.8025980036306504,0.9709723768751648,583,-0.0028333978068580956,38.21358592965045,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,32,discharge,[2008.       4.       5.      10.      30.      32.312],3.5614521756489204,2.64010141737067,4.18921207304098,-1.8921861285036712,-2.0164420273602586,0.0030782527761262,31.931593674911532,24.32051139249706,38.1983618706913,1.80210690024615,0.9707078432300708,581,-4.625701110316793e-06,38.1983618706913,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,34,discharge,[2008.       4.       5.      14.      34.      41.468],3.5603420474985823,2.573903509838096,4.188899969428112,-1.9027629207037406,-2.016465255161054,0.00090184864654,31.941655359029298,24.357321702352365,38.31926916027133,1.802579500826209,0.9709624103091468,579,0.00024035350931489452,38.31926916027133,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,36,discharge,[2008.       4.       5.      18.      39.      25.218],3.5591189041401865,2.4942396831720126,4.188779799856791,-1.9133470605822436,-2.0181069603406625,-0.0004481239748701,31.965008645476725,24.382419922756025,38.4787542519308,1.8030683142834096,0.9712257104811377,577,4.953097334869927e-05,38.4787542519308,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,38,discharge,[2008.       4.       5.      22.      46.      35.484],3.557886771846508,2.4556793246645583,4.189272591516219,-1.9131602105481538,-2.0170254305215485,0.0023375587090041,31.966241678512723,24.355030419469987,38.54659017774874,1.802777624719604,0.9710691300699019,575,0.005812575825967031,38.54659017774874,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,41,discharge,[2008.       4.      18.      21.      10.      19.796],3.5520375235511907,2.632142800798914,4.187614060563439,-1.8553455745575975,-2.01684718332263,0.0059551658046401,32.37143341978575,24.54942444728521,38.44749852224995,1.8470259949329195,0.994903587398902,572,0.008470187744875846,38.44749852224995,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,45,discharge,[2008    4   19    2   29    9],3.5525668436897124,2.5027764692056795,4.187628781108399,-1.8746995273150975,-2.016190951623346,0.0016182635202416,32.70024990461686,24.917503693363493,38.992275791716615,1.847417311283644,0.9951143705942721,568,-0.0013560716981280974,38.992275791716615,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,49,discharge,[2008.       4.      19.       7.      47.      15.703],3.5567940383270398,2.617507742871704,4.187447226312926,-1.8738272127883846,-2.016760348146938,0.0025192157843694,32.32266411829938,24.56596639952811,38.51424197364312,1.8361774213478947,0.9890599854098059,564,-0.002704570463252509,38.51424197364312,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,53,discharge,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],3.5614100044534203,2.694074478000972,4.187344026387161,-1.883193546754683,-2.0160230713598764,0.0037933120349866,31.98795810666763,24.21658146702539,38.165816144899125,1.825780747577624,0.9834597999985366,560,-0.0013829722300072456,38.165816144899125,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,57,discharge,[2008.       4.      19.      18.      27.      29.828],3.5566107947817986,2.6237674644021887,4.187438187636325,-1.873239184822504,-2.01719076462715,0.0034388887386759,31.894456524691385,24.05499065781757,38.16526203587147,1.8251136435078368,0.9831004632950898,556,-2.490541965599613e-05,38.16526203587147,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,61,discharge,[2008.       4.      19.      23.      41.      55.687],3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,-2.016114862565665,0.0012614422239159,31.78039681801023,24.024851602995685,38.27549578575718,1.825581504220376,0.9833524772367372,552,-0.0013853144999307343,38.27549578575718,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,65,discharge,[2008.       4.      20.       4.      54.      41.734],3.564103182686904,2.68499881852498,4.188261122540052,-1.9030532722310995,-2.016863630474281,0.0031353992245556,31.688747146342205,23.93622764909489,37.98216079918311,1.814031127508391,0.977130847840027,548,-0.0013515387630602949,37.98216079918311,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,69,discharge,[2008.       4.      20.      10.      16.      28.859],3.559588063594272,2.547109116468133,4.187338767288234,-1.9134590742247914,-2.024643671910137,0.0011043615738374,31.596747992569153,23.811534187517506,38.11100191887773,1.8147691941158937,0.9775284086310274,544,-7.717349754854386e-06,38.11100191887773,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,73,discharge,[2008.       4.      20.      15.      37.       5.281],3.556833231052199,2.471314764334132,4.187560306288175,-1.9136209099025532,-2.017291134571006,-3.060676830687782e-05,31.565586498787077,23.754765330883423,38.18831137948753,1.813969388710352,0.9770975921350077,540,-0.0015004411185088329,38.18831137948753,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,77,discharge,[2008.       4.      20.      20.      50.      38.921],3.5624410850948944,2.6613903306108773,4.18805176248713,-1.9025819745719061,-2.01713712589233,0.0037901043107805,31.59124667045208,23.79410930748377,37.99854111908584,1.802765665167823,0.9710626880376819,536,-0.0012365435741250042,37.99854111908584,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,81,discharge,[2.008e+03 4.000e+00 2.100e+01 2.000e+00 1.500e+01 2.921e+00],3.5591407106855666,2.541762355407921,4.187667484260542,-1.9130621638638965,-2.015946028510057,0.0006901740069088,31.603485399391182,23.80130098691845,38.194201649765226,1.804077040117352,0.9717690623092357,532,0.006129610812828229,38.194201649765226,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,85,discharge,[2008.       4.      22.      15.      33.      49.875],3.5573161327793144,2.628919415830567,4.2010701773378685,-1.920618117118412,-2.0167372379007014,0.0008475435827522,31.91556385491565,23.78129749955371,38.45796400011448,1.8518025516704488,0.9974764875349149,528,0.0033283506945738506,38.45796400011448,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,89,discharge,[2008.       4.      22.      20.      26.      18.921],3.561870782772737,2.6312552691827045,4.1996223345495824,-1.9298830859597569,-2.0183057226929555,0.0011650883880798,32.081128118597164,24.2036410699716,38.49126351534004,1.8307038456739428,0.9861116348782738,524,-0.0039873053400402425,38.49126351534004,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,93,discharge,[2.0080e+03 4.0000e+00 2.3000e+01 1.0000e+00 1.8000e+01 1.1796e+01],3.5617586337260088,2.654880745360911,4.199853323702163,-1.9293005284805407,-2.016579511976592,0.0019472390588109,31.849792632896243,24.00078927251757,38.31473393357882,1.8199041089501269,0.9802943389447217,520,-0.00267448524638636,38.31473393357882,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,97,discharge,[2008.       4.      23.       6.      18.      19.921],3.5597307651083123,2.6749688422803803,4.199103467081427,-1.923330987770314,-2.0193879194408373,0.0018372947715281,31.465690433362017,23.53999092882516,37.861934640176806,1.809307963702852,0.9745867078945716,516,-0.0019117755462008668,37.861934640176806,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,101,discharge,[2.008e+03 4.000e+00 2.300e+01 1.100e+01 8.000e+00 3.120e-01],3.5575937553540915,2.6159705726789904,4.199998536865001,-1.9284469980320087,-2.015814483813837,0.0074961910680886,31.409348956650316,23.56609574757256,37.90665575786083,1.80460990458052,0.9720560906279803,512,-0.0012413623132040974,37.90665575786083,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,105,discharge,[2008.       4.      23.      16.       6.      25.171],3.5597237883937995,2.658447162110498,4.19967522099872,-1.9231439161693824,-2.019901495893039,0.0013923748862999,31.902247475518077,23.9730227457941,38.34003238560517,1.7993770651972192,0.9692374130950107,508,-0.002020833880434225,38.34003238560517,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,109,discharge,[2.0080e+03 4.0000e+00 2.3000e+01 2.1000e+01 2.0000e+00 5.8296e+01],3.559061771422033,2.697942608427116,4.1991847248803165,-1.9170149640438081,-2.016522387288751,0.0025753372180031,31.649024294808623,23.755161868961988,38.0745950590744,1.7884432335370462,0.9633478867036309,504,-0.002056752096493336,38.0745950590744,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,113,discharge,[2.008e+03 4.000e+00 2.400e+01 1.000e+00 5.100e+01 3.389e+01],3.557015527748059,2.6617272246516333,4.200012480335,-1.922048805055383,-2.017112121704317,0.0011747056452339,31.48874626238971,23.51454265913581,38.07252758016199,1.7829230484252725,0.9603744299218226,500,-0.0019261897169021713,38.07252758016199,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,117,discharge,[2.008e+03 4.000e+00 2.400e+01 6.000e+00 5.000e+01 3.100e-02],3.5562481933590964,2.699288287625812,4.1992373656547874,-1.9162302821549881,-2.018009988339822,0.0023816748049826,31.329995610092634,23.27146353182613,37.80133585100446,1.7730337158018288,0.9550475246530082,496,-0.0012356616682919486,37.80133585100446,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,121,discharge,[2008.       4.      24.      11.      49.      24.281],3.5532756526091784,2.612793240883853,4.199395781118708,-1.9220800182578983,-2.017724236336294,0.0021374370347549,31.569551201845574,23.439367870877128,38.39873985476869,1.773037755078937,0.9550497004162604,492,-0.0006452006419529199,38.39873985476869,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,125,discharge,[2008.       4.      24.      16.      45.      56.015],3.556266431640255,2.6637064901468075,4.199578698026071,-1.9162417890311958,-2.016792488625222,0.0015198619580386,32.111426258867944,24.020578317587123,38.74929237918251,1.7678721106662054,0.9522672175646097,488,-0.0013403355837035003,38.74929237918251,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,129,discharge,[2008.       4.      24.      21.      38.      11.078],3.5563095420140822,2.6668454289754746,4.199546957512695,-1.9158809823517762,-2.017255132631586,0.0018244735178706,32.271676011112376,24.256086319320037,38.87275464755104,1.762315070409309,0.9492739086983167,484,-3.185227154509085e-05,38.87275464755104,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,133,discharge,[2008.       4.      25.      12.       3.      44.093],3.558950851054106,2.684431051981017,4.194091469340824,-1.9114406265753041,-2.0159457514475405,0.0005228307091433,31.842291659678658,23.99270220171187,38.503541429116005,1.7676172924938447,0.9521299593373236,480,-0.001207792409854691,38.503541429116005,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,135,discharge,[2008.       4.      25.      20.       3.      55.921],3.5534418211598053,2.645224362345869,4.200715235801255,-1.9158166997544155,-2.021877555086194,0.0024271068866283,31.759815453754253,23.826487051861594,38.27009094548294,1.762668359743147,0.949464208578551,478,-0.0025611336399603,38.27009094548294,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,139,discharge,[2.0080e+03 4.0000e+00 2.6000e+01 1.0000e+00 4.0000e+00 3.5718e+01],3.5510121537420285,2.6603527244917,4.1990980807180325,-1.9151304155635374,-2.0169903181968984,0.0006158711833322,31.41911167391793,23.348558306380397,38.11684755251712,1.7517304870664143,0.9435725054869608,474,-0.0026023443683932668,38.11684755251712,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,143,discharge,[2008.      4.     26.      5.     57.     35.14],3.551317608213949,2.6926849789916263,4.199398534411534,-1.9148485784393638,-2.016185456554963,0.0008035192993614,31.331626572312267,23.23621418856597,38.04152715355532,1.7418496047960008,0.9382501520146928,470,-0.0019548919852125646,38.04152715355532,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,147,discharge,[2008.       4.      26.      10.      58.      25.843],3.549003180550162,2.670544734728978,4.199122915612965,-1.9144128654409127,-2.0170647431651068,0.0014889451776809,31.35934131425137,23.214801785728056,38.17980302242767,1.7360913511847138,0.9351484592444022,466,0.01869770008994165,38.17980302242767,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,149,discharge,[2008.       4.      29.      12.      15.      56.953],3.5597648340955175,2.605158060541757,4.190409478081396,-1.9388813849818083,-2.0168134548386294,0.0024931147123922,34.31088483888259,26.647373946169797,40.71218198711114,1.7936240148573608,0.9661385230754257,464,0.018307971846712928,40.71218198711114,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,153,discharge,[2008.       4.      29.      17.       5.      27.781],3.5623454342368555,2.672012007453096,4.199933846791869,-1.927509725704535,-2.0165540953857675,0.0028589701045215,33.43585640373787,25.69911743242072,39.88526123315293,1.7831890223273277,0.960517697201241,460,-0.0032824759036831352,39.88526123315293,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,157,discharge,[2008.      4.     29.     22.      0.      4.75],3.558336657621618,2.674271233724938,4.199365021329158,-1.9267185977839403,-2.022483480851903,0.0012369720338688,32.66698125020078,24.83328108182313,39.18287352945846,1.7673642076278957,0.9519936347583843,456,-0.003271404661502636,39.18287352945846,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,161,discharge,[2.0080e+03 4.0000e+00 3.0000e+01 2.0000e+00 4.3000e+01 5.5312e+01],3.5540131386228695,2.6309416727017187,4.19902365945384,-1.9261308349663746,-2.016804145903712,0.0027115029184951,32.28423408691397,24.361616832363048,38.95156480403077,1.7570177850353066,0.9464205172265513,452,-0.0025616987055131213,38.95156480403077,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,165,discharge,[2008.       4.      30.       7.      41.      42.578],3.552376095886298,2.6629725743154204,4.199432142144215,-1.9202346781375206,-2.0172800396238526,0.0031272458314235,32.00739178780946,24.019157444608588,38.607510759873634,1.7468706179837907,0.9409547290193552,448,-0.001912566786199027,38.607510759873634,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,169,discharge,[2008.       4.      30.      12.      28.      49.265],3.549618661283733,2.612942119873717,4.199640922827531,-1.9201011498853633,-2.0159193745006387,0.0012894534058489,32.06387071886056,24.00664649428476,38.920359903369054,1.7417172507457144,0.9381788592880078,444,-0.0013060140419965116,38.920359903369054,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,173,discharge,[2008.      4.     30.     17.     20.     16.14],3.54938103086703,2.615719844266148,4.199305653118061,-1.914427810545647,-2.020605919573001,0.0010352326876111,32.43754560319043,24.328038456694348,39.23273115358871,1.7364225056478186,0.9353268361401416,440,-0.001924440852766468,39.23273115358871,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,177,discharge,[2008.       4.      30.      22.      14.      54.062],3.5472118680418956,2.6287695472774453,4.198949734540481,-1.9083407065035893,-2.017554048083073,0.0021414406216503,32.16809876635083,24.121591093765637,38.9649270684008,1.7263217239235826,0.9298860334657101,436,-0.002576995839350671,38.9649270684008,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,181,discharge,[2.008e+03 5.000e+00 1.000e+00 3.000e+00 1.500e+01 3.314e+01],3.5467052098640246,2.6655106679421823,4.19834220599025,-1.902207182631691,-2.016416703030436,0.0017702200905978,32.05752645824972,23.971565610462942,38.83927283461771,1.7158065389330133,0.9242220117908767,432,-0.001973546598548842,38.83927283461771,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,185,discharge,[2.008e+03 5.000e+00 1.000e+00 8.000e+00 1.600e+01 3.343e+00],3.544629653883431,2.650495153350403,4.198995776266302,-1.9020484449938708,-2.0170229987437884,0.0014307662327893,31.97592092807272,23.83541998401671,38.82796377704433,1.710533351135192,0.9213816005181209,428,-0.0012240049105615436,38.82796377704433,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,189,discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.3000e+01 1.4000e+01 2.4875e+01],3.5436291614253204,2.643236235233877,4.19916986492694,-1.8964907679062355,-2.016783933430818,0.0049011998067657,32.21689335291319,23.956923878018035,39.14007944734004,1.706014499648521,0.9189475137389713,424,-0.001277790483866642,39.14007944734004,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,193,discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.8000e+01 1.1000e+01 1.0984e+01],3.5444946147995258,2.656450207001938,4.199246833083063,-1.895971437908019,-2.0199829306240717,0.0017964242690772,32.55632993697177,24.465118009505925,39.349611598028886,1.7003110272642588,0.91587532896664,420,-0.0014293299335914056,39.349611598028886,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,197,discharge,[2.0080e+03 5.0000e+00 1.0000e+00 2.3000e+01 1.0000e+01 1.5265e+01],3.5409201846556857,2.626177688152069,4.19925518864016,-1.8899648799839277,-2.016448312230377,0.0048990136261112,32.40048085325998,24.267851748683743,39.29444535878087,1.6945798601797897,0.9127882263985314,416,-0.0019260148254162668,39.29444535878087,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,201,discharge,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 5.3000e+01 3.4765e+01],3.541195668799061,2.6582230344240045,4.199610827671791,-1.8893703824420507,-2.026465491633473,0.0024344067431928,32.29371860868794,24.14386556947967,39.10487658009542,1.6849029086609286,0.9075757205607076,412,-0.0025132126329772686,39.10487658009542,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,205,discharge,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 4.4000e+01 4.0859e+01],3.540671044783382,2.695100237338448,4.1994453812630566,-1.8776883243431417,-2.017330650607364,0.0014513205321675,32.136071448067796,23.93408558388468,39.0462609369598,1.6744741591159715,0.9019582574806932,408,-0.0012917075841273051,39.0462609369598,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,209,discharge,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00],3.5376048790268775,2.639091813583503,4.198991968341307,-1.8831065986697755,-2.02257876070347,0.0059339984616673,32.382685497234974,24.08059534182364,39.398032192832,1.6745692479879102,0.9020094772578231,404,-0.0013447228918208043,39.398032192832,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,213,discharge,[2.0080e+03 5.0000e+00 2.0000e+00 1.9000e+01 7.0000e+00 4.8359e+01],3.538422485261741,2.6857210282450983,4.197785116892181,-1.876359921441716,-2.0158674131052456,0.0034449440902895,32.30899951427638,24.428816535813286,39.10678394120843,1.663716375981405,0.8961635599169331,400,-0.0024719084115950585,39.10678394120843,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,215,discharge,[2.0080e+03 5.0000e+00 2.0000e+00 2.3000e+01 2.4000e+01 1.7687e+01],3.53928626988912,2.69017866510873,4.201331130571617,-1.8709550260104437,-2.016878594815316,0.0012286208011475,32.56636929496717,24.3288116844709,39.44448954135193,1.659013868748246,0.8936305466681351,398,-0.001997486695615003,39.44448954135193,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,219,discharge,[2008.       5.       3.       4.      13.       8.609],3.533690170241391,2.639895313359579,4.199339974904826,-1.8705599868289542,-2.019019155129933,0.0006759557151863,32.46542951751835,24.124885387020974,39.509602016775695,1.6538540573335014,0.8908512057704356,394,-0.002045010827264382,39.509602016775695,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,223,discharge,[2008.       5.       3.       9.      10.      19.812],3.534367734544495,2.68991452927918,4.198916244859707,-1.8640049795794804,-2.0179820220655023,0.0017286665299136,32.347056454418095,23.980294072799666,39.33486536224533,1.642653782130131,0.8848181591266644,390,-0.0019995267888914536,39.33486536224533,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,227,discharge,[2008.       5.       3.      14.       4.      34.187],3.5312941932103548,2.65935818848874,4.198537488587242,-1.8636932149873204,-2.0158401305926343,0.0008822013179447,32.37153894064616,23.969183667109306,39.43723270017243,1.6378578430223698,0.8822348186450749,386,-0.001239842677527525,39.43723270017243,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,231,discharge,[2008.       5.       3.      18.      58.      13.468],3.5309134771684274,2.6657030585650423,4.198943932259475,-1.857820396301907,-2.0192083553177325,0.0032196054196979,32.45549347979197,24.037074564457946,39.51375235624076,1.6327350407099108,0.8794754127611388,382,-0.0012631189336260173,39.51375235624076,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,235,discharge,[2008.       5.       3.      23.      42.      30.093],3.5287226893409893,2.642986759012803,4.199579806494986,-1.8572160981955346,-2.017754065523427,0.0023292227087573,32.50017194695606,24.074008046047823,39.60170302810528,1.6277528915533617,0.8767917699307697,378,-0.0013261943985939662,39.60170302810528,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,239,discharge,[2008    5    4    4   41   40],3.52625493581969,2.631116911889304,4.198782234828033,-1.8568340008006832,-2.016206764491147,0.0036382151418645,32.50100298369444,24.043536678896334,39.68746359758208,1.622125485521159,0.8737605584239755,374,-0.0020534038970971003,39.68746359758208,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,243,discharge,[2008.       5.       4.       9.      40.      11.906],3.5286843243370045,2.696157404617167,4.19910517813207,-1.8448886500218815,-2.018425729441905,0.0024093430745418,32.4728927422438,24.007622451152475,39.53535075538898,1.6113256603765849,0.8679432148624368,370,-0.0019452932215400787,39.53535075538898,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,247,discharge,[2008.       5.       4.      14.      38.      13.359],3.525556939424901,2.6667596238241567,4.198510853141954,-1.8444180038305806,-2.0200094988659028,0.0018183081167425,32.50480154634882,23.99346277596251,39.6502371632164,1.6065631397488385,0.865377875300024,366,-0.0012264296231031813,39.6502371632164,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,251,discharge,[2008.      5.      4.     19.     37.      7.89],3.5226805646793737,2.6403185448373043,4.198732430468704,-1.8438790389835118,-2.0160906793454063,0.002394554712978,32.51218336210202,23.977316018708777,39.69929058154853,1.6015142233917594,0.8626582682073706,362,-0.0020242385435638166,39.69929058154853,Band A,"Home backup, Small solar storage, Off-grid residential loads"
B0005,255,discharge,[2008.       5.       5.       0.      35.      53.968],3.5246734587890085,2.69892986372897,4.198799630396931,-1.83711254029409,-2.017218805788003,0.0034591794789042,32.45692821941515,23.92726467831658,39.56076309770468,1.590369231400328,0.8566549999565575,358,-0.0019656533209422844,39.56076309770468,Band A,"Home backup, Small solar storage, Off-grid residential loads"
